about,address,category,city,com_id,company,country,employees,reference,sector,status,turnover,website,zipcode
,"
","
",,664,Budge Budge Institute Of Technology,,,,"
",0,,,
"
ifm engineering private limited is a subsidiary of a German company called ifm electronic. ifm engineering was started in July 2010. ifm engineering works on various technologies like Embedded C, C++, QT, Xamarin for App development, Codesys for automation. ifm engineering is involved in testing activities, manual as well as automation.
ifm group of companies is a family-run in the second generation. ifm was established in 1969. Employees Worldwide more than 7,000. In research and development: more than 1,000. In Germany: more than 4,600 employees. Represented in more than 85 countries. More than 880 patents and in the year 2018 about 70 patent applications. Turnover as on January 2019 :  975.0 million.
","
Survey No. 1/ 10/ 16, 1stFloor, Above SBI Bank- Bavdhan Branch, NDA Road, Bawdhan
","
Private,MNC
",Pune,665,IFM Engineering,India,"
Between 50 to 100
","
Self
","
IT/Software
",0,,www.ifm.com,411021
"
The Quality Council of India (QCI) is a pioneering experiment of the Government of India in setting up organizations in partnership with the Indian industry. Set up with the mission to lead a nationwide quality movement in India by involving all stakeholders for emphasis on adherence to quality standards in all spheres of activities primarily for promoting and protecting interests of the nation and its citizens.
","
2nd Floor, Institution of Engineers Building,
","
Government
",New Delhi,666,Quality Council of India,India,"
Between 100 to 500
","
Contacted by CDC
","
Consulting
",0,"
Between 50 to 100
",https://www.qcin.org/,110002
,"
36, 100 Feet Rd, opp. to Marks & Spencer, Chandra Reddy Layout, S T Bed Layout, Koramangala
","
Private
",Bengaluru,667,Meesho,India,"
Between 500 to 1000
","
Contacted by CDC
","
IT/Software
",0,"
Between 50 to 100
",https://meesho.com/,560047
"
HI 

We are into adhesive, sealant and construction chemicals.
","
M/s. Resinova Chemie Ltd.,Block NO. 2221/1, Santej Nasmed Road, Vill: SANTEJ, TAL-Kalol,Dist.-Gandhi Nagar, Gujarat-382721
","
Private
",Ahmedabad,668,Resinova Chemie,India,"
Between 500 to 1000
","
Alumini Contact
","
Manufacturing
",0,"
Between 500 to 1000
",www.resinova.com,382721
,"
","
",,669,"Indian Institute of Information Technology,Kalyani",,,,"
",0,,,
,"
","
",,670,"Uttaranchal University, Dehradun",,,,"
",0,,,
"
FlyNava is a start-up building innovative airline solutions with presence in India,UAE,US & Europe. We take up tough and challenging legacy problems and have come up with Jupiter, our solution to the Airline Pricing Challenge, where airline industry experience, creativity and expert analytics have come together for building Jupiter. 
Jupiter empowers pricing analysts to enable fast decisions through one click actions based on insightful dashboards. So, what makes Jupiter so resourceful and how does it transform the pricing functions? 
We bring in data from nearly 30 sources (airlines own, market, global, social media) into a big database. Algorithms and analytics turn this big data into information, insight and predictions. Leveraging that, triggers for price action are generated in real time. The whole process can be achieved within minutes or in some cases can set up as auto pilot. 
With Jupiter's innovative KPIs, pricing analysts can effectively manage the performance of all pricing actions and the airlines can easily address the challenges of pricing by realizing high potential even during tough conditions.
","
56, Jyoti Nivas College Road Kormangala
","
Private
",Bangalore,671,Flynava Technologies,India,,"
Contacted by CDC
","
IT/Software
",0,,www.flynava.com,560095
,"
16th Cross Rd, Sadashiva Nagar, Armane Nagar, Bengaluru, Karnataka 560080
","
Other
",Bengaluru,672,Indian Institute for Human Settlements (IIHS),India,,"
Self
","
Teaching / education
",0,,http://iihs.co.in/,560080
,"
No 33/1 Chikkannhelli Village, Sarjapur Main Road, RGA Tech park Bangalore, 560035 Karnataka
","
Private
",BANGALORE,673,PayPal,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",1,,www.paypal.com,560035
"
Dassault Systèmes, The 3DEXPERIENCE Company, is a French multinational software company that develops 3D design, 3D digital mock-up, and product life-cycle management software and services that support industrial processes by providing a 3D vision of the entire life-cycle products, from conception to maintenance. 
Dassault Systèmes is a scientific company which combines Science, Technology, and Art to create a sustainable society and thereby provides the businesses and people with virtual universes to imagine the sustainable innovations.
To know more about Dassault Systèmes, please visit: www.3ds.com
","
Rajiv Gandhi MIDC Rd, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057
","
Private
",Pune,674,Dassault Systemes Solutions Lab Pvt. Ltd.,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",1,"
Between 1000 to 5000
",www.3ds.com,411057
"
Electropneumatics & Hydraulics (I) Pvt. Ltd. (EPHL) located in Chakan, Pune is a renowned name in the metal forming industry in India and abroad for more than 47 years. We are a Company known for indigenously developing various products and technologies in-house through our R&D efforts. We have the following business verticals:
1.Machine Manufacturing Division (MMD)
2.Component Manufacturing Division (CMD)
3.Drives and Controls Division (DCD)
4.Strategic Project Division (SPD)
5.Fluid Power Division (FPD)

We are looking for energetic and talented engineers to take on challenging assignments. To form your Tomorrow, join us Today!
","
GAT NO 254/255, Kharabe Wadi, Chakan Talegaon Road, Chakan, Maharashtra 410501-PUNE
","
Private
",Pune,675,Electropneumatics & Hydraulics (I) Pvt. Ltd.,India,"
Between 500 to 1000
","
Contacted by CDC
","
Core Engineering
",0,"
Between 100 to 500
",www.electropneumatics.com,410501
"
Maharashtra Hybrid Seeds Company Private Limited (Mahyco) is focused on research and development, production, processing, and marketing of seeds. Mahyco is the pioneer of high quality hybrid and open pollinated seeds.
The Company is engaged in Marketing Seeds, Tech Licensing and Tech Development.
Industry : Agri-Inputs
","
Resham Bhavan, Veer Nariman Road
","
Private
",Mumbai,676,Mahyco Grow,India,"
Between 500 to 1000
","
Self
","
Others
",0,,https://mahyco.com/,400020
"
AMETEK is a global leader in electronic instruments and electromechanical devices.
AMETEK has more than 15,000 colleagues at nearly 150 operating locations and a global network of sales, service and support locations across the United States and in 30 other countries worldwide.

AMETEK's Corporate Growth Plan is founded on four key strategies: Operational Excellence, Strategic Acquisitions, Global & Market Expansion, and New Products. Its objectives are double-digit annual percentage growth in earnings per share and a superior return on total capital.

AMETEK consists of two operating groups:

Electronic Instruments - a leading manufacturer of advanced monitoring, testing, calibrating, and display instruments for the process, aerospace, power and industrial.
Electromechanical Instruments -a differentiated supplier of electrical interconnects, technical motors and systems, and electric motors for floor care and other specialty applications.
","
AMETEK Instruments India Pvt. Ltd.
","
MNC
",Bengaluru,677,Ametek,India,"
Between 500 to 1000
","
Self
","
Core Engineering,IT/Software
",0,"
Between 1000 to 5000
",https://www.ametek.in,560066
"
PRADAN is one of the largest professionally managed field-based rural development organizations. PRADAN has been a pioneer in professionalizing rural development by systematically recruiting and deploying large numbers of well-educated youth at the grass roots. Today there are over 440 professionals working in 8500 villages spread across seven states. PRADAN has a highly professional ethos and a collegial culture.
","
A-22, Second Floor
","
NGO
",Noida,678,Professional Assistance for Development Action (PRADAN),India,"
Between 100 to 500
","
Contacted by CDC
","
NGO
",0,,http://www.pradan.net/,201301
,"
Plot No. 96, Patparganj Industrial Area
","
Private
",Delhi,679,Vidyamandir Classes,India,,"
Self
","
Teaching / education
",1,,www.vidyamandir.com,110092
"
GRSE Ltd. is one of the premier Defence Shipyards (CPSE) and Mini Ratna, Category -I company, effectively contributingtothedefencepreparednessofthecountrybybuildingdifferentsophisticatedandstate-of-the-art warships.TheCompanyintendstorecruitofficersunderpermanentcategoryinAssistantManager(E-1grade) through campus selection process for the outgoing batch of students from premier institutes like yours.
","
43/46 Garden Reach Road, Kolkata 700024
","
Government
",KOLKATA,680,GRSEL,INDIA,,"
Self
","
Core Engineering
",0,,www.grse.in,700024
,"
43/46, Garden Reach Road
","
PSU
",Kolkata,681,Garden Reach Shipbuilders & Engineers Limited,India,"
>5000
","
Self
","
Core Engineering
",0,"
>5000
",http://www.grse.in/index.php/contact-us,700 024
